Unnamed: 0,Dados,Frase do usuário,Intenção,sentenceWithoutStopWord
509,2021-03-11 22:48:19 +00:00,"ja escolhi as roupas e estao na sacola, mas nao consigo efetuar o pagamento ",None,escolhi roupas estao sacola consigo efetuar pagamento
512,2021-04-29 12:18:01 +00:00,finalizar,None,finalizar
517,2021-03-15 15:45:41 +00:00,"sou lojista, quero acceso ao espaco lojista",None,lojista acceso espaco lojista
518,2021-05-11 20:19:41 +00:00,ola gostaria de informacoes sobre as mascaras antivirais ,None,gostaria informacoes mascaras antivirais
531,2021-03-12 23:36:05 +00:00,ola tem preco pra atacado? ,None,preco pra atacado
532,2021-04-23 14:07:55 +00:00,pagamento pendente mas ja foi pago,None,pagamento pendente pago
536,2021-05-13 16:08:27 +00:00,preciso do boleto nao consegui baixar ,None,preciso boleto consegui baixar
550,2021-04-13 18:57:13 +00:00,falha de entrega,None,falha entrega
552,2021-04-14 13:56:38 +00:00,☑selecionar #1123283018862-01,None,selecionar
553,2021-04-28 11:58:26 +00:00,pessimo servico de cadastro ,None,pessimo servico cadastro
556,2021-03-15 12:42:25 +00:00,marketing ,None,marketing
560,2021-04-01 04:16:14 +00:00,ola vcs vendem atacado? ,None,vcs vendem atacado
564,2021-04-08 19:39:15 +00:00,eu queria o telefone da loja de jaragua do sul,None,queria telefone loja jaragua sul
568,2021-04-15 18:27:06 +00:00,gostaria de um representante,None,gostaria representante
569,2021-04-26 16:21:49 +00:00,ja solicitei,None,solicitei
576,2021-03-30 17:50:07 +00:00,"mascara viroblok infantil, ainda tem disponivel? ",None,mascara viroblok infantil disponivel
579,2021-03-24 23:57:57 +00:00,tabela de precos para revenda ( atacado) ,None,tabela precos revenda atacado
580,2021-05-02 23:50:23 +00:00,quero saber como ser distribuidora oficial ,None,como distribuidora oficial
582,2021-03-13 14:26:49 +00:00,loja mais proxima,None,loja proxima
598,2021-05-16 17:36:12 +00:00,que a chave de acesso esta invalida ,None,chave acesso invalida
599,2021-05-13 03:58:40 +00:00,medidas,None,medidas
617,2021-05-11 23:07:59 +00:00,quero cupom de desconto,None,cupom desconto
624,2021-03-14 14:02:30 +00:00,☑selecionar #1117272240701-01,None,selecionar
628,2021-04-28 10:41:43 +00:00,onde fica a tabela com os tamanhos das meias?,None,onde fica tabela tamanhos meias
629,2021-03-31 17:50:55 +00:00,ha disponibilidade dessa mascara?,None,ha disponibilidade mascara
631,2021-04-28 01:39:53 +00:00,algumas pecas vieram com a cor errada,None,pecas vieram cor errada
632,2021-05-01 16:34:45 +00:00,roupas mae e filho ,None,roupas mae filho
651,2021-03-26 13:50:40 +00:00,"ola bom dia , estou me programando para ir ate a loja de vcs na proxima segunda-feira dia 29/03 vai estar aberto ? ",None,programando ate loja vcs proxima aberto
654,2021-04-09 14:17:47 +00:00,ola! ainda existe mascara viroblock infantil? ,None,existe mascara viroblock infantil
656,2021-04-14 22:24:38 +00:00,valor errado,None,errado
661,2021-05-03 00:20:38 +00:00,"ola, boa noite ",None,noite
675,2021-04-22 21:06:25 +00:00,meu e-mail foi cadastrado errado,None,cadastrado errado
676,2021-04-30 11:36:09 +00:00,"sou lojista, quero revender! ",None,lojista revender
682,2021-04-08 00:05:46 +00:00,preciso da nota fiscal.,None,preciso nota fiscal
683,2021-04-14 15:17:14 +00:00,para revendedor tem desconto ?? ,None,revendedor desconto
685,2021-05-03 12:46:01 +00:00,entrega em brasilia ,None,entrega brasilia
690,2021-05-05 22:37:38 +00:00,"ola, boa noite! ",None,noite
693,2021-04-16 20:23:07 +00:00,quero saber o valor do frete,None,frete
696,2021-05-10 18:25:34 +00:00,quero o boleto ,None,boleto
711,2021-04-19 06:28:43 +00:00,algun coreeo-email para que poda de scrubir,None,algun poda scrubir
729,2021-04-12 13:43:26 +00:00,alteracao cadastral ,None,alteracao cadastral
740,2021-05-02 17:31:53 +00:00,roupas infantis masculino e feminino ,None,roupas infantis masculino feminino
749,2021-03-14 02:50:15 +00:00,jaqueta jeans com capuz,None,jaqueta jeans capuz
751,2021-04-07 18:11:46 +00:00,quero revender,None,revender
759,2021-05-07 14:19:58 +00:00,pagamento,None,pagamento
761,2021-03-18 16:43:06 +00:00,mascaras,None,mascaras
763,2021-03-17 18:33:46 +00:00,reembolso,None,reembolso
764,2021-04-03 17:06:43 +00:00,"boa tarde, voces ainda vendem a mascara com ions de prata contra a covid? nao localizei no site ",None,vendem mascara ions prata covid localizei site
766,2021-03-22 21:36:25 +00:00,calca legging cintura alta ,None,calca legging cintura alta
775,2021-04-05 13:02:09 +00:00,queria pijama verao feminino,None,queria pijama verao feminino
777,2021-04-20 15:14:03 +00:00,boa tarde tem a loja em jarinu ainda? esta aberta hj? ,None,loja jarinu aberta hj
798,2021-04-06 14:32:28 +00:00,duvidas ,None,duvidas
803,2021-04-24 21:25:51 +00:00,como funciona as vendas da marca no atacado pra lojista?,None,como funciona vendas marca atacado pra lojista
811,2021-03-25 19:16:47 +00:00,se e viscose ou mallha,None,viscose mallha
823,2021-05-07 22:40:37 +00:00,composicao do pijama ,None,composicao pijama
827,2021-03-11 18:31:58 +00:00,vc so tem em azul este modelo gg,None,vc azul modelo gg
831,2021-04-09 11:53:02 +00:00,data de entrega,None,data entrega
835,2021-04-11 02:45:04 +00:00,gostaria de fazer o pagamento atraves do pix,None,gostaria pagamento atraves pix
837,2021-04-26 21:52:39 +00:00,acareacao ,None,acareacao
839,2021-03-11 19:53:44 +00:00,boa tarde ! acabei de receber a minha encomenda so que esta muito grande ,None,acabei receber encomenda
840,2021-03-20 03:59:46 +00:00,mascara infantil antiviral,None,mascara infantil antiviral
847,2021-04-18 00:03:44 +00:00,"boa noite as mascaras sao unissex, ou as que estao em modelos femininas sao menores? ",None,noite mascaras sao unissex estao modelos femininas sao menores
850,2021-03-11 21:14:42 +00:00,pagamento boleto ja realizado,None,pagamento boleto realizado
856,2021-04-22 20:30:30 +00:00,mascara antiviral,None,mascara antiviral
883,2021-05-07 14:21:40 +00:00,quero telefone malwee sorocaba,None,telefone malwee sorocaba
899,2021-04-20 16:09:02 +00:00,presente,None,presente
901,2021-05-13 12:22:12 +00:00,bom dia! gostaria de saber as medidas das mascaras infantis por favor,None,gostaria medidas mascaras infantis
906,2021-05-02 12:31:05 +00:00,so quero saber qual tempo uso da mascara,None,qual uso mascara
909,2021-04-19 17:34:27 +00:00,gostaria de saber quando uma peca estara disponivel no site ,None,gostaria peca estara disponivel site
919,2021-04-15 17:53:29 +00:00,preciso da nota fiscal,None,preciso nota fiscal
923,2021-05-06 19:02:07 +00:00,nao consigo cadastrar perfil ,None,consigo cadastrar perfil
924,2021-03-24 18:00:16 +00:00,nao foi para ninguem de minha residencia,None,ninguem residencia
935,2021-04-28 14:11:50 +00:00,sao 2 blusas a serem trocadas,None,sao blusas serem trocadas
944,2021-05-06 20:47:37 +00:00,tamanho sw mwi ,None,tamanho sw mwi
947,2021-03-22 19:19:40 +00:00,quero ver camisetas fem gola v cotton ligth,None,camisetas fem gola v cotton ligth
952,2021-05-02 23:50:51 +00:00,tabela de precos ,None,tabela precos
957,2021-05-10 13:55:10 +00:00,producao,None,producao
960,2021-05-10 18:25:15 +00:00,quero receber o boletopara pagar,None,receber boletopara pagar
969,2021-05-06 19:50:20 +00:00,quando aprova o pagamento,None,aprova pagamento
971,2021-04-13 16:24:29 +00:00,pagamento ,None,pagamento
973,2021-05-10 14:38:13 +00:00,blusao now united,None,blusao now united
975,2021-04-25 15:16:22 +00:00,nao consigo cadastrar uma conta,None,consigo cadastrar conta
978,2021-04-21 01:15:10 +00:00,queria ver modelos de camisas masculino ,None,queria modelos camisas masculino
979,2021-04-08 20:06:09 +00:00,preciso do numero do representante do meu estado por gq favor ,None,preciso numero representante gq
981,2021-04-17 23:04:53 +00:00,boleto para pagamento,None,boleto pagamento
988,2021-04-08 18:53:33 +00:00,gostaria de saber se todas as legging sao 85 de poliamida,None,gostaria legging sao poliamida
995,2021-05-03 12:45:40 +00:00,porque nao estao mais entregando em brasilia?? ,None,estao entregando brasilia
999,2021-04-12 21:00:53 +00:00,tabela medidas,None,tabela medidas
2,2021-03-12 14:04:27 +00:00,onde aparece o frete?,None,onde aparece frete
3,2021-04-23 14:37:56 +00:00,telefone financeiro ,None,telefone financeiro
16,2021-03-19 15:57:16 +00:00,mascara malwee protege,None,mascara malwee protege
22,2021-04-07 03:37:08 +00:00,frete gratis,None,frete gratis
24,2021-04-13 17:20:12 +00:00,gostaria de revender malwee ,None,gostaria revender malwee
27,2021-05-12 14:24:13 +00:00,quero cancelar,None,cancelar
28,2021-05-16 11:26:57 +00:00,como ficam os precos para atacado,None,como ficam precos atacado
40,2021-03-23 15:17:05 +00:00,especialista,None,especialista
41,2021-05-06 12:24:11 +00:00,lojas ,None,lojas
44,2021-04-16 16:56:29 +00:00,idade recomendada para uso,None,idade recomendada uso
63,2021-05-16 22:27:24 +00:00,endereco errado,None,endereco errado
64,2021-05-07 23:18:33 +00:00,quero revender malwee,None,revender malwee
70,2021-05-04 02:24:53 +00:00,procurando polo pique cinza ,None,procurando polo pique cinza
74,2021-05-14 14:35:08 +00:00,onde tem a tabela com o tamanho e medidas das regata ,None,onde tabela tamanho medidas regata
78,2021-04-15 23:10:42 +00:00,gostaria de saber se a jaqueta jeans feminina plus size sai a gola de pelinho ,None,gostaria jaqueta jeans feminina plus size sai gola pelinho
81,2021-04-26 18:11:41 +00:00,meu pagamento esta demorando muito para cair ,None,pagamento demorando cair
92,2021-04-08 17:36:30 +00:00,legging 100% algodao feminina ,None,legging algodao feminina
114,2021-05-01 18:32:05 +00:00,manequim,None,manequim
120,2021-05-08 17:29:54 +00:00,boa tarde gostaria de saber se vcs teriam touca para crianca? ,None,gostaria vcs teriam touca crianca
121,2021-05-07 17:57:23 +00:00,eu nao tenho o e-mail e nem a senha,None,senha
123,2021-03-18 12:25:45 +00:00,mascaras anti viral ,None,mascaras anti viral
128,2021-03-27 23:42:27 +00:00,data entrega,None,data entrega
131,2021-05-17 13:28:13 +00:00,fiz o pagamento do boleto dia 12/05,None,pagamento boleto
138,2021-04-01 12:23:17 +00:00,preciso do pix,None,preciso pix
142,2021-05-17 19:25:39 +00:00,representante,None,representante
150,2021-05-17 17:17:25 +00:00,razao para o cancelamento,None,razao cancelamento
158,2021-05-05 17:21:36 +00:00,gostaria da nota fiscal dafe,None,gostaria nota fiscal dafe
160,2021-05-13 17:32:47 +00:00,gostaria do boleto p efetuar o pagamento,None,gostaria boleto p efetuar pagamento
165,2021-05-13 02:55:20 +00:00,provador virtual,None,provador virtual
173,2021-04-24 17:44:38 +00:00,vc tem conjuntos,None,vc conjuntos
177,2021-03-12 10:46:01 +00:00,ok retorno obgdo,None,ok retorno obgdo
188,2021-04-22 14:43:32 +00:00,como imprimir meu boleto usando a chave ,None,como imprimir boleto usando chave
197,2021-03-29 18:24:11 +00:00,arquivo xml,None,arquivo xml
207,2021-04-28 12:37:57 +00:00,entrega ,None,entrega
216,2021-04-26 13:00:30 +00:00,gostaria de informacoes sobre a revenda ,None,gostaria informacoes revenda
218,2021-05-13 16:08:46 +00:00,boleto pagamento,None,boleto pagamento
223,2021-03-11 18:29:41 +00:00,lojas em santa catarina ,None,lojas santa catarina
237,2021-03-21 01:13:18 +00:00,nao tem mascara infantil?,None,mascara infantil
238,2021-03-31 17:50:55 +00:00,preciso de entrega expressa,None,preciso entrega expressa
248,2021-03-20 04:27:12 +00:00,incompleto,None,incompleto
267,2021-05-07 14:44:50 +00:00,desconto cupom ,None,desconto cupom
275,2021-03-25 10:32:02 +00:00,ganhei,None,ganhei
277,2021-05-12 02:23:21 +00:00,faltou 1 peca,None,faltou peca
279,2021-03-13 15:50:03 +00:00,lojista,None,lojista
282,2021-04-20 18:45:22 +00:00,"sim, quero solicitar",None,solicitar
283,2021-04-13 11:11:22 +00:00,quero um top com bojo sem costura de alcas finas ,None,top bojo costura alcas finas
284,2021-03-31 14:08:31 +00:00,qual o tecido dos pijamas?,None,qual tecido pijamas
290,2021-04-28 12:57:00 +00:00,segunda via nota fiscal ,None,via nota fiscal
292,2021-04-17 15:16:54 +00:00,tem vestidos tamanho 16 ou 18 anos?,None,vestidos tamanho anos
299,2021-04-06 20:07:54 +00:00,cancelamento ,None,cancelamento
311,2021-05-10 21:33:28 +00:00,representante para revender a marca,None,representante revender marca
312,2021-04-24 19:17:59 +00:00,procuro calca legging 1000069588 cor00005 tamanho g,None,procuro calca legging tamanho g
313,2021-04-29 20:39:39 +00:00,funcionario tem desconto?,None,funcionario desconto
314,2021-04-03 00:42:26 +00:00,telefone de contato ,None,telefone contato
316,2021-03-22 01:29:37 +00:00,mascara infantil anunciada eh virus block? ,None,mascara infantil anunciada eh virus block
323,2021-05-08 13:36:31 +00:00,nao tem mais mascara viroblok,None,mascara viroblok
324,2021-04-18 21:53:40 +00:00,selecionei errado,None,selecionei errado
326,2021-05-04 18:00:14 +00:00,vendas para lojistas,None,vendas lojistas
330,2021-04-29 14:05:41 +00:00,o que precisa pra ser uma revendedora? ,None,precisa pra revendedora
334,2021-05-06 12:42:00 +00:00,mascara ,None,mascara
338,2021-04-18 15:27:51 +00:00,vender sua marca,None,vender marca
343,2021-04-26 16:37:47 +00:00,"boa tarde, vcs n tem aquele top com bojo malwee liberta sem costura q a parte de baixo pega bem abaixo dos seios? ",None,vcs n top bojo malwee liberta costura q pega abaixo seios
346,2021-03-22 00:55:52 +00:00,"ola mandei um e-mail pra vcs e ate hoje nao obtive resposta, oq devo fazer ? ",None,mandei pra vcs ate hoje obtive resposta oq devo
347,2021-05-13 15:48:07 +00:00,vcs tem as calcas referencia 1000050965 e 1000050964 tamanho g ,None,vcs calcas referencia tamanho g
348,2021-05-05 20:13:23 +00:00,boleto ,None,boleto
349,2021-05-05 22:43:21 +00:00,"ola, gostaria de saber se ainda tem disponivel as mascaras protecao urbana malwee preto - u ",None,gostaria disponivel mascaras protecao urbana malwee preto u
351,2021-03-18 16:01:08 +00:00,"tamanho g e maior que o 3? como aparece sempre tamanhos 1, 2, 3, p, m, g fico na duvida pois para mim, as letras seriam para bebes porem, como eles aparecerem depois da ordem crescente dos nºs, fiquei com essa duvida.",None,tamanho g como aparece tamanhos p m g fico duvida letras seriam bebes porem como aparecerem ordem crescente fiquei duvida
357,2021-05-06 03:04:36 +00:00, na recebi a nota fiscal dos meus produtos,None,recebi nota fiscal produtos
361,2021-04-11 03:09:02 +00:00,o moleton plus size tem a numeracao diferente dos normais?,None,moleton plus size numeracao diferente normais
363,2021-05-15 16:39:02 +00:00,eu nao consigo entrar ,None,consigo entrar
372,2021-04-27 19:56:39 +00:00,informacoes tecnicas sobre a mascara ,None,informacoes tecnicas mascara
379,2021-04-01 17:19:59 +00:00,ola! quero informar que os produtos aparecem com precos diferentes ,None,informar produtos aparecem precos diferentes
387,2021-05-13 14:01:07 +00:00,teste ,None,teste
398,2021-05-17 15:01:10 +00:00,lojista ,None,lojista
401,2021-04-10 00:20:55 +00:00,a chave de acesso da invalida,None,chave acesso invalida
408,2021-03-27 19:11:18 +00:00,vcs vendem por atacado,None,vcs vendem atacado
410,2021-04-30 23:49:38 +00:00,"ola boa noite, gostaria de informacoes sobre atacado ",None,noite gostaria informacoes atacado
411,2021-04-20 22:43:45 +00:00,queria saber se meu pagamento foi aprovado ,None,queria pagamento aprovado
418,2021-03-28 17:47:52 +00:00,apenas quero boleto seja enviado pra meu e-mail nediammoreira@gmailcom,None,boleto seja enviado pra
426,2021-04-25 21:13:43 +00:00,porque foi cancelado?,None,cancelado
431,2021-04-30 17:47:48 +00:00,quero saber informacoes sobre atacado ,None,informacoes atacado
435,2021-03-12 12:30:43 +00:00,solicitei estorno de duas pecas que comprei e ainda nao aconteceu,None,solicitei estorno pecas comprei aconteceu
437,2021-03-26 18:11:18 +00:00,ja expliquei com todas as palavras,None,expliquei palavras
444,2021-04-20 18:01:06 +00:00,cadastrar cnpj ,None,cadastrar cnpj
445,2021-04-12 21:23:26 +00:00,previsao de entrega,None,previsao entrega
447,2021-05-10 12:43:09 +00:00,ja entrou o pagamento?,None,entrou pagamento
452,2021-05-17 19:45:03 +00:00,blusas sem manga plus size ,None,blusas manga plus size
456,2021-05-07 21:58:07 +00:00,meu desconto onde acrescento,None,desconto onde acrescento
472,2021-04-20 16:07:36 +00:00,☑selecionar #1125001978493-01,None,selecionar
473,2021-04-25 19:52:00 +00:00,mascara antiviral infantil ,None,mascara antiviral infantil
484,2021-04-02 19:57:28 +00:00,ja informei,None,informei
485,2021-03-25 22:14:51 +00:00,as mascaras sao muito pequenas,None,mascaras sao pequenas
488,2021-03-23 20:38:04 +00:00,mascara infantil viroblock,None,mascara infantil viroblock
501,2021-05-10 14:51:51 +00:00,promocao,None,promocao
504,2021-04-20 19:00:48 +00:00,colecao inverno 2021 para criancas,None,colecao inverno criancas
518,2021-05-14 00:31:30 +00:00,"em relacao a tamanhos de pecas infantis (bebes) 1,2 e 3 correspondem a qual medida exatamente? ",None,relacao tamanhos pecas infantis bebes correspondem qual medida exatamente
523,2021-05-10 13:57:38 +00:00,composicao malha ,None,composicao malha
528,2021-03-25 07:06:49 +00:00,quero 1kit de mascara branca e marrom ,None,mascara branca marrom
530,2021-04-24 21:04:54 +00:00,"boa noite, tem como ",None,noite como
